iterations,latitude,longitude,scores,road_damage,status,fps
204,-6.8966875,107.61078,14,D40,undetected,4.071025214455848
205,-6.8966875,107.61078,24,D20,undetected,3.758680452872933
206,-6.8966875,107.61078,8,D40,undetected,3.989924126542012
207,-6.8966837,107.6108,13,D20,undetected,4.153718021214711
208,-6.8966837,107.6108,8,D20,undetected,4.097260387716925
209,-6.8966837,107.6108,8,D40,undetected,3.970668034936317
210,-6.8966837,107.6108,40,D20,undetected,3.58050516122203
211,-6.8966837,107.6108,6,D00,undetected,3.68739746982338
212,-6.8966837,107.6108,23,D20,undetected,3.579246313489896
213,-6.8966837,107.6108,48,D20,detected,3.4088337172124685
214,-6.8966837,107.6108,11,D00,undetected,3.6861174216624994
215,-6.8966837,107.6108,5,D20,undetected,3.986226939960977
216,-6.8966837,107.6108,13,D20,undetected,3.881436897444582
217,-6.8966837,107.61081,9,D00,undetected,4.107142227644919
218,-6.8966837,107.61081,9,D20,undetected,4.057980212733433
219,-6.8966837,107.61081,70,D20,detected,3.776515628995487
220,-6.8966837,107.61081,48,D20,detected,3.5626769954726534
221,-6.8966837,107.61081,68,D20,detected,3.4705918858246445
222,-6.8966837,107.61081,24,D20,undetected,3.7223971067870694
223,-6.8966837,107.61081,2,D20,undetected,4.00248109122209
224,-6.8966837,107.61081,33,D20,undetected,3.7981150254638183
225,-6.8966837,107.61081,4,D00,undetected,4.005787628418974
226,-6.896699,107.61082,7,D00,undetected,4.0611510408244875
227,-6.896699,107.61082,9,D00,undetected,4.146273566999874
228,-6.896699,107.61082,7,D20,undetected,4.128475458809286
229,-6.896699,107.61082,10,D00,undetected,3.994377421308659
230,-6.896699,107.61082,26,D00,undetected,3.738068946955174
231,-6.896699,107.61082,3,D40,undetected,3.988197919707439
232,-6.896699,107.61082,2,D40,undetected,4.100693371710591
233,-6.896699,107.61082,30,D40,undetected,3.6885875773786543
234,-6.896699,107.61082,9,D40,undetected,3.519251697198479
235,-6.896699,107.61082,2,D20,undetected,4.050596922387535
236,-6.8967085,107.61083,3,D00,undetected,4.255247656942734
237,-6.8967085,107.61083,2,D00,undetected,3.567203834678805
238,-6.8967085,107.61083,2,D00,undetected,3.6895252873381224
239,-6.8967085,107.61083,7,D40,undetected,3.904260399203566
240,-6.8967085,107.61083,2,D20,undetected,3.8439720731933082
241,-6.8967085,107.61083,7,D00,undetected,3.902912549085292
242,-6.8967085,107.61083,3,D00,undetected,4.160359625812992
243,-6.8967085,107.61083,11,D00,undetected,4.237569585467624
244,-6.8967085,107.61083,2,D00,undetected,4.15479604441367
245,-6.8967085,107.61083,3,D40,undetected,4.004040026042512
246,-6.896718,107.61086,0,nolabel,undetected,3.926618559557824
247,-6.896718,107.61086,2,D20,undetected,3.8921848291887136
248,-6.896718,107.61086,3,D40,undetected,3.710571620165504
249,-6.896718,107.61086,16,D00,undetected,4.0255528255528255
250,-6.896718,107.61086,10,D20,undetected,4.199713230641065
251,-6.896718,107.61086,18,D20,undetected,4.194794790990546
252,-6.896718,107.61086,4,D20,undetected,4.151912968590689
253,-6.896718,107.61086,15,D20,undetected,4.2299284574688025
254,-6.896718,107.61086,4,D00,undetected,4.169611560339669
255,-6.8967309,107.61087,3,D40,undetected,4.227157467840053
256,-6.8967309,107.61087,8,D20,undetected,4.217864993855678
257,-6.8967309,107.61087,38,D20,undetected,3.8277264642456577
258,-6.8967309,107.61087,3,D40,undetected,3.9248291550438448
259,-6.8967309,107.61087,2,D40,undetected,4.082766891296666
260,-6.8967309,107.61087,15,D20,undetected,4.163014780906705
261,-6.8967309,107.61087,4,D00,undetected,4.146646590732709
262,-6.8967309,107.61087,38,D00,undetected,3.69852748607421
263,-6.8967309,107.61087,9,D00,undetected,3.765645509115362
264,-6.8967309,107.61087,11,D20,undetected,3.920991301340089
265,-6.8967428,107.61089,8,D20,undetected,3.994590455582688
266,-6.8967428,107.61089,50,D00,detected,3.8572781765979323
267,-6.8967428,107.61089,51,D00,detected,3.6827934518813024
268,-6.8967428,107.61089,20,D00,undetected,3.7421444305955682
269,-6.8967428,107.61089,46,D00,detected,3.911761386793306
270,-6.8967428,107.61089,37,D00,undetected,3.8061767393574977
271,-6.8967428,107.61089,26,D00,undetected,3.847187647331838
272,-6.8967428,107.61089,44,D00,detected,3.7586400336944736
273,-6.8967428,107.61089,34,D00,undetected,3.841504104542886
274,-6.8967428,107.61089,28,D00,undetected,3.8231140352076536
275,-6.8967533,107.6109,42,D00,detected,3.695604364620633
276,-6.8967533,107.6109,25,D00,undetected,3.5320722430738423
277,-6.8967533,107.6109,8,D20,undetected,3.9925295420060958
278,-6.8967533,107.6109,5,D00,undetected,4.074695391478539
279,-6.8967533,107.6109,34,D00,undetected,3.5355229396155545
280,-6.8967533,107.6109,3,D20,undetected,3.994731222838225
281,-6.8967533,107.6109,13,D00,undetected,4.250930647150694
282,-6.8967533,107.6109,8,D20,undetected,4.217368789912029
283,-6.8967533,107.6109,7,D00,undetected,4.246368726961272
284,-6.8967681,107.61092,8,D00,undetected,3.683514700057699
285,-6.8967681,107.61092,14,D00,undetected,3.666128528961103
286,-6.8967681,107.61092,13,D00,undetected,4.227319364234673
287,-6.8967681,107.61092,28,D40,undetected,3.9071954629886667
288,-6.8967681,107.61092,16,D00,undetected,4.143308163128218
289,-6.8967681,107.61092,53,D40,detected,4.002492549548011
290,-6.8967681,107.61092,32,D00,undetected,3.875562257679414
291,-6.8967681,107.61092,50,D00,detected,3.8346660132786488
292,-6.8967681,107.61092,52,D20,detected,3.8799468280449685
293,-6.8967681,107.61092,7,D00,undetected,4.120279066294945
294,-6.8967805,107.61092,57,D00,detected,3.904463929147587
295,-6.8967805,107.61092,33,D00,undetected,3.8234451173933177
296,-6.8967805,107.61092,45,D00,detected,3.855193471830818
297,-6.8967805,107.61092,19,D00,undetected,4.109085672243345
298,-6.8967805,107.61092,65,D40,detected,3.919280265228393
299,-6.8967805,107.61092,64,D40,detected,3.5085360661236664
300,-6.8967805,107.61092,64,D40,detected,3.4995840686182484
301,-6.8967805,107.61092,22,D00,undetected,3.698002482789753
302,-6.8967805,107.61092,17,D00,undetected,4.0592683781330265
303,-6.8967805,107.61092,31,D00,undetected,3.9086737565652387
304,-6.8967919,107.61094,25,D00,undetected,3.8820440247788626
305,-6.8967919,107.61094,25,D40,undetected,3.7999835110426186
306,-6.8967919,107.61094,10,D40,undetected,4.183827695450591
307,-6.8967919,107.61094,33,D00,undetected,3.8872537162102674
308,-6.8967919,107.61094,22,D00,undetected,3.8310653681812616
309,-6.8967919,107.61094,12,D20,undetected,4.000450184938262
310,-6.8967919,107.61094,43,D00,detected,3.7281177836284027
311,-6.8967919,107.61094,11,D00,undetected,3.8069402188514294
312,-6.8967919,107.61094,30,D00,undetected,3.9074793833449473
313,-6.8968115,107.61096,9,D00,undetected,4.101495362927673
314,-6.8968115,107.61096,0,nolabel,undetected,4.25242616076534
315,-6.8968115,107.61096,47,D40,detected,3.7717136582970787
316,-6.8968115,107.61096,8,D00,undetected,4.140694429224826
317,-6.8968115,107.61096,16,D40,undetected,4.224287996197006
318,-6.8968115,107.61096,6,D00,undetected,4.128069130796372
319,-6.8968115,107.61096,12,D00,undetected,3.978260580893972
320,-6.8968115,107.61096,25,D00,undetected,3.713574370579715
321,-6.8968115,107.61096,4,D00,undetected,4.133378008159726
322,-6.8968115,107.61096,26,D20,undetected,4.024679843323296
323,-6.8968225,107.61098,15,D40,undetected,4.153783838653931
324,-6.8968225,107.61098,25,D00,undetected,3.814678627069886
325,-6.8968225,107.61098,7,D00,undetected,4.101242701852271
326,-6.8968225,107.61098,15,D00,undetected,3.8738584306191814
327,-6.8968225,107.61098,19,D00,undetected,3.940748368475546
328,-6.8968225,107.61098,16,D00,undetected,3.7844141079661826
329,-6.8968225,107.61098,30,D00,undetected,3.7599439903973293
330,-6.8968225,107.61098,6,D00,undetected,4.083343231039726
331,-6.8968225,107.61098,20,D00,undetected,3.903733500615208
332,-6.8968225,107.61098,5,D00,undetected,3.8289180119551443
333,-6.8968382,107.61098,0,nolabel,undetected,4.299570381654036
334,-6.8968382,107.61098,7,D00,undetected,4.034579049989948
335,-6.8968382,107.61098,5,D20,undetected,4.0831961495739435
336,-6.8968382,107.61098,5,D00,undetected,3.656817630965438
337,-6.8968382,107.61098,6,D00,undetected,3.6754193258363954
338,-6.8968382,107.61098,19,D00,undetected,4.307837045329664
339,-6.8968382,107.61098,7,D00,undetected,4.003573746706884
340,-6.8968382,107.61098,8,D00,undetected,3.919401124526814
341,-6.8968382,107.61098,3,D00,undetected,3.857065348333784
342,-6.896852,107.611,0,nolabel,undetected,4.02649189720038
343,-6.896852,107.611,0,nolabel,undetected,4.366528621905184
344,-6.896852,107.611,9,D00,undetected,4.002103003268052
345,-6.896852,107.611,2,D00,undetected,3.9781587031801147
346,-6.896852,107.611,3,D20,undetected,4.216024960596996
347,-6.896852,107.611,10,D00,undetected,4.033841806768554
348,-6.896852,107.611,15,D40,undetected,3.9667663172748
349,-6.896852,107.611,3,D00,undetected,4.081332710571384
350,-6.896852,107.611,3,D40,undetected,4.162552052940172
351,-6.896852,107.611,32,D40,undetected,3.8557640597866705
352,-6.8968744,107.61102,23,D40,undetected,3.7967500943687433
353,-6.8968744,107.61102,25,D40,undetected,3.6033941959832885
354,-6.8968744,107.61102,42,D00,detected,3.513732638903433
355,-6.8968744,107.61102,41,D00,detected,3.6396346050883506
356,-6.8968744,107.61102,4,D40,undetected,4.067259094911349
357,-6.8968744,107.61102,12,D00,undetected,4.198754679960758
358,-6.8968744,107.61102,15,D00,undetected,3.527803197502288
359,-6.8968744,107.61102,17,D00,undetected,3.754000979155796
360,-6.8968744,107.61102,5,D00,undetected,4.018433250364545
361,-6.8968744,107.61102,42,D20,detected,3.8790389854930387
362,-6.896893,107.61103,31,D20,undetected,3.6790849443879163
363,-6.896893,107.61103,40,D20,undetected,3.63756392811085
364,-6.896893,107.61103,31,D20,undetected,3.7505568645685696
365,-6.896893,107.61103,36,D20,undetected,3.7284293018724353
366,-6.896893,107.61103,14,D00,undetected,4.117156717428819
367,-6.896893,107.61103,24,D00,undetected,3.9657086559453427
368,-6.896893,107.61103,38,D00,undetected,3.7430127015828565
369,-6.896893,107.61103,12,D00,undetected,4.017117003221889
370,-6.896893,107.61103,56,D20,detected,3.779207216915637
371,-6.8969111,107.61104,33,D00,undetected,3.4914098729648444
372,-6.8969111,107.61104,6,D00,undetected,3.9330916510848506
373,-6.8969111,107.61104,0,nolabel,undetected,4.236384002294794
374,-6.8969111,107.61104,0,nolabel,undetected,3.858871587276031
375,-6.8969111,107.61104,5,D00,undetected,3.9089688209171523
376,-6.8969111,107.61104,5,D20,undetected,4.1072910393317565
377,-6.8969111,107.61104,15,D20,undetected,3.9922293280995835
378,-6.8969111,107.61104,13,D20,undetected,3.82455378880583
379,-6.8969111,107.61104,4,D40,undetected,4.135533927358311
380,-6.8969111,107.61104,46,D40,detected,3.616817586427828
381,-6.8969207,107.61105,47,D40,detected,3.111947036927394
382,-6.8969207,107.61105,33,D40,undetected,3.406757138726352
383,-6.8969207,107.61105,40,D40,undetected,3.662162492534759
384,-6.8969207,107.61105,50,D40,detected,3.7468947872446865
385,-6.8969207,107.61105,29,D40,undetected,3.7839702645158964
386,-6.8969207,107.61105,39,D40,undetected,3.719637357209179
387,-6.8969207,107.61105,54,D40,detected,3.7580944598556365
388,-6.8969207,107.61105,74,D40,detected,3.9543500826355897
389,-6.8969207,107.61105,14,D40,undetected,4.057175524449144
390,-6.8969207,107.61105,38,D40,undetected,3.8643716751214785
391,-6.8969345,107.61107,56,D40,detected,3.7647734657460963
392,-6.8969345,107.61107,56,D40,detected,3.8314888283747135
393,-6.8969345,107.61107,52,D40,detected,3.7861631813742216
394,-6.8969345,107.61107,50,D40,detected,3.7380156443420938
395,-6.8969345,107.61107,33,D40,undetected,3.464600282335371
396,-6.8969345,107.61107,26,D20,undetected,3.376792633747606
397,-6.8969345,107.61107,9,D40,undetected,3.7664266349857174
398,-6.8969345,107.61107,6,D40,undetected,4.12470374894038
399,-6.8969345,107.61107,9,D40,undetected,4.067898133402646
400,-6.8969545,107.61108,12,D40,undetected,3.4582158416690576
401,-6.8969545,107.61108,35,D40,undetected,3.5275925379247584
402,-6.8969545,107.61108,46,D40,detected,3.7345010297180274
403,-6.8969545,107.61108,44,D40,detected,3.480250553240074
404,-6.8969545,107.61108,20,D00,undetected,3.9418890749731683
405,-6.8969545,107.61108,32,D40,undetected,3.922938642353817
406,-6.8969545,107.61108,38,D40,undetected,3.9371971516058357
407,-6.8969545,107.61108,15,D40,undetected,4.002305405106243
408,-6.8969545,107.61108,11,D40,undetected,3.8809269135820745
409,-6.8969545,107.61108,0,nolabel,undetected,3.921273564267203
410,-6.8969655,107.61109,5,D40,undetected,3.946005546962906
411,-6.8969655,107.61109,2,D00,undetected,4.09819717797921
412,-6.8969655,107.61109,6,D00,undetected,4.182926440082975
413,-6.8969655,107.61109,37,D40,undetected,3.8879707820799227
414,-6.8969655,107.61109,10,D00,undetected,3.9918645719620867
415,-6.8969655,107.61109,47,D40,detected,3.5433603557634146
416,-6.8969655,107.61109,11,D00,undetected,3.920137428523896
417,-6.8969655,107.61109,34,D40,undetected,3.8656965952262015
418,-6.8969655,107.61109,30,D00,undetected,3.771805236440156
419,-6.8969655,107.61109,57,D00,detected,3.71938337554359
420,-6.8969779,107.6111,35,D00,undetected,3.5782325460768556
421,-6.8969779,107.6111,34,D00,undetected,3.7471424972349627
422,-6.8969779,107.6111,53,D00,detected,3.686091505818312
423,-6.8969779,107.6111,29,D00,undetected,3.6323031584198113
424,-6.8969779,107.6111,28,D00,undetected,3.780201794429248
425,-6.8969779,107.6111,53,D00,detected,3.648975550851844
426,-6.8969779,107.6111,39,D00,undetected,3.4017284783680672
427,-6.8969779,107.6111,30,D00,undetected,3.575496411549534
428,-6.8969779,107.6111,27,D00,undetected,3.6892948715129497
429,-6.8969989,107.61112,20,D20,undetected,4.030767693153381
430,-6.8969989,107.61112,2,D00,undetected,4.218828047439767
431,-6.8969989,107.61112,0,nolabel,undetected,4.172672863873679
432,-6.8969989,107.61112,5,D40,undetected,3.645322132211135
433,-6.8969989,107.61112,2,D00,undetected,3.593524242964263
434,-6.8969989,107.61112,0,nolabel,undetected,4.00244671663796
435,-6.8969989,107.61112,2,D00,undetected,4.113724367097298
436,-6.8969989,107.61112,4,D20,undetected,4.162320727529662
437,-6.8969989,107.61112,20,D20,undetected,3.85662557767034
438,-6.8969989,107.61112,8,D40,undetected,3.7859786325249223
439,-6.8970194,107.61114,34,D20,undetected,3.8389374034957977
440,-6.8970194,107.61114,18,D20,undetected,4.076560697377642
441,-6.8970194,107.61114,25,D40,undetected,3.9034537571043946
442,-6.8970194,107.61114,29,D40,undetected,3.775030263755946
443,-6.8970194,107.61114,55,D40,detected,3.778863323897371
444,-6.8970194,107.61114,0,nolabel,undetected,4.05871452390007
445,-6.8970194,107.61114,40,D20,undetected,3.8336460779268737
